id,type_id,fold,sig_len,is_synthesis,image_path
00037,0001,-1,5000,True,data/rectified/00037-0001.rect.png
00038,0015,-1,5000,True,data/rectified/00038_0015.rect.png
00038,0001,-1,5000,True,data/rectified/00038-0001.rect.png
00039,0001,-1,5000,True,data/rectified/00039-0001.rect.png
00039,0015,-1,5000,True,data/rectified/00039_0015.rect.png
00040,0015,-1,5000,True,data/rectified/00040_0015.rect.png
00040,0001,-1,5000,True,data/rectified/00040-0001.rect.png
00041,0015,-1,5000,True,data/rectified/00041_0015.rect.png
00041,0001,-1,5000,True,data/rectified/00041-0001.rect.png
00042,0015,-1,5000,True,data/rectified/00042_0015.rect.png
00042,0001,-1,5000,True,data/rectified/00042-0001.rect.png
00043,0015,-1,5000,True,data/rectified/00043_0015.rect.png
00043,0001,-1,5000,True,data/rectified/00043-0001.rect.png
00044,0001,-1,5000,True,data/rectified/00044-0001.rect.png
00044,0015,-1,5000,True,data/rectified/00044_0015.rect.png
00045,0015,-1,5000,True,data/rectified/00045_0015.rect.png
00045,0001,-1,5000,True,data/rectified/00045-0001.rect.png
00046,0015,-1,5000,True,data/rectified/00046_0015.rect.png
00046,0001,-1,5000,True,data/rectified/00046-0001.rect.png
00047,0001,-1,5000,True,data/rectified/00047-0001.rect.png
00047,0015,-1,5000,True,data/rectified/00047_0015.rect.png
00048,0001,-1,5000,True,data/rectified/00048-0001.rect.png
00048,0015,-1,5000,True,data/rectified/00048_0015.rect.png
00049,0001,-1,5000,True,data/rectified/00049-0001.rect.png
00049,0015,-1,5000,True,data/rectified/00049_0015.rect.png
00050,0001,-1,5000,True,data/rectified/00050-0001.rect.png
00050,0015,-1,5000,True,data/rectified/00050_0015.rect.png
00051,0015,-1,5000,True,data/rectified/00051_0015.rect.png
00051,0001,-1,5000,True,data/rectified/00051-0001.rect.png
00052,0001,-1,5000,True,data/rectified/00052-0001.rect.png
00052,0015,-1,5000,True,data/rectified/00052_0015.rect.png
00053,0001,-1,5000,True,data/rectified/00053-0001.rect.png
00053,0015,-1,5000,True,data/rectified/00053_0015.rect.png
00054,0001,-1,5000,True,data/rectified/00054-0001.rect.png
00054,0015,-1,5000,True,data/rectified/00054_0015.rect.png
00055,0015,-1,5000,True,data/rectified/00055_0015.rect.png
00055,0001,-1,5000,True,data/rectified/00055-0001.rect.png
00056,0001,-1,5000,True,data/rectified/00056-0001.rect.png
00056,0015,-1,5000,True,data/rectified/00056_0015.rect.png
00057,0001,-1,5000,True,data/rectified/00057-0001.rect.png
00057,0015,-1,5000,True,data/rectified/00057_0015.rect.png
00058,0001,-1,5000,True,data/rectified/00058-0001.rect.png
00058,0015,-1,5000,True,data/rectified/00058_0015.rect.png
00059,0015,-1,5000,True,data/rectified/00059_0015.rect.png
00059,0001,-1,5000,True,data/rectified/00059-0001.rect.png
00060,0001,-1,5000,True,data/rectified/00060-0001.rect.png
00060,0015,-1,5000,True,data/rectified/00060_0015.rect.png
00061,0001,-1,5000,True,data/rectified/00061-0001.rect.png
00061,0015,-1,5000,True,data/rectified/00061_0015.rect.png
00062,0015,-1,5000,True,data/rectified/00062_0015.rect.png
00062,0001,-1,5000,True,data/rectified/00062-0001.rect.png
00063,0001,-1,5000,True,data/rectified/00063-0001.rect.png
00063,0015,-1,5000,True,data/rectified/00063_0015.rect.png
00064,0001,-1,5000,True,data/rectified/00064-0001.rect.png
00064,0015,-1,5000,True,data/rectified/00064_0015.rect.png
00065,0001,-1,5000,True,data/rectified/00065-0001.rect.png
00065,0015,-1,5000,True,data/rectified/00065_0015.rect.png
00067,0015,-1,5000,True,data/rectified/00067_0015.rect.png
00067,0001,-1,5000,True,data/rectified/00067-0001.rect.png
00068,0015,-1,5000,True,data/rectified/00068_0015.rect.png
00068,0001,-1,5000,True,data/rectified/00068-0001.rect.png
00069,0001,-1,5000,True,data/rectified/00069-0001.rect.png
00069,0015,-1,5000,True,data/rectified/00069_0015.rect.png
00070,0015,-1,5000,True,data/rectified/00070_0015.rect.png
00070,0001,-1,5000,True,data/rectified/00070-0001.rect.png
00071,0001,-1,5000,True,data/rectified/00071-0001.rect.png
00071,0015,-1,5000,True,data/rectified/00071_0015.rect.png
00072,0001,-1,5000,True,data/rectified/00072-0001.rect.png
00072,0015,-1,5000,True,data/rectified/00072_0015.rect.png
00073,0001,-1,5000,True,data/rectified/00073-0001.rect.png
00073,0015,-1,5000,True,data/rectified/00073_0015.rect.png
00074,0001,-1,5000,True,data/rectified/00074-0001.rect.png
00074,0015,-1,5000,True,data/rectified/00074_0015.rect.png
00075,0001,-1,5000,True,data/rectified/00075-0001.rect.png
00075,0015,-1,5000,True,data/rectified/00075_0015.rect.png
00076,0015,-1,5000,True,data/rectified/00076_0015.rect.png
00076,0001,-1,5000,True,data/rectified/00076-0001.rect.png
00078,0015,-1,5000,True,data/rectified/00078_0015.rect.png
00078,0001,-1,5000,True,data/rectified/00078-0001.rect.png
00079,0001,-1,5000,True,data/rectified/00079-0001.rect.png
00079,0015,-1,5000,True,data/rectified/00079_0015.rect.png
00080,0015,-1,5000,True,data/rectified/00080_0015.rect.png
00080,0001,-1,5000,True,data/rectified/00080-0001.rect.png
00081,0015,-1,5000,True,data/rectified/00081_0015.rect.png
00081,0001,-1,5000,True,data/rectified/00081-0001.rect.png
00082,0015,-1,5000,True,data/rectified/00082_0015.rect.png
00082,0001,-1,5000,True,data/rectified/00082-0001.rect.png
00083,0001,-1,5000,True,data/rectified/00083-0001.rect.png
00083,0015,-1,5000,True,data/rectified/00083_0015.rect.png
00084,0015,-1,5000,True,data/rectified/00084_0015.rect.png
00084,0001,-1,5000,True,data/rectified/00084-0001.rect.png
00086,0015,-1,5000,True,data/rectified/00086_0015.rect.png
00086,0001,-1,5000,True,data/rectified/00086-0001.rect.png
00087,0015,-1,5000,True,data/rectified/00087_0015.rect.png
00087,0001,-1,5000,True,data/rectified/00087-0001.rect.png
00088,0015,-1,5000,True,data/rectified/00088_0015.rect.png
00088,0001,-1,5000,True,data/rectified/00088-0001.rect.png
00089,0015,-1,5000,True,data/rectified/00089_0015.rect.png
00089,0001,-1,5000,True,data/rectified/00089-0001.rect.png
00090,0015,-1,5000,True,data/rectified/00090_0015.rect.png
00090,0001,-1,5000,True,data/rectified/00090-0001.rect.png
00091,0015,-1,5000,True,data/rectified/00091_0015.rect.png
00091,0001,-1,5000,True,data/rectified/00091-0001.rect.png
00092,0015,-1,5000,True,data/rectified/00092_0015.rect.png
00092,0001,-1,5000,True,data/rectified/00092-0001.rect.png
00093,0015,-1,5000,True,data/rectified/00093_0015.rect.png
00093,0001,-1,5000,True,data/rectified/00093-0001.rect.png
00094,0015,-1,5000,True,data/rectified/00094_0015.rect.png
00094,0001,-1,5000,True,data/rectified/00094-0001.rect.png
00095,0015,-1,5000,True,data/rectified/00095_0015.rect.png
00095,0001,-1,5000,True,data/rectified/00095-0001.rect.png
00096,0001,-1,5000,True,data/rectified/00096-0001.rect.png
00096,0015,-1,5000,True,data/rectified/00096_0015.rect.png
00097,0015,-1,5000,True,data/rectified/00097_0015.rect.png
00097,0001,-1,5000,True,data/rectified/00097-0001.rect.png
00098,0015,-1,5000,True,data/rectified/00098_0015.rect.png
00098,0001,-1,5000,True,data/rectified/00098-0001.rect.png
00099,0015,-1,5000,True,data/rectified/00099_0015.rect.png
00099,0001,-1,5000,True,data/rectified/00099-0001.rect.png
00100,0015,-1,5000,True,data/rectified/00100_0015.rect.png
00100,0001,-1,5000,True,data/rectified/00100-0001.rect.png
00101,0001,-1,5000,True,data/rectified/00101-0001.rect.png
00101,0015,-1,5000,True,data/rectified/00101_0015.rect.png
00102,0015,-1,5000,True,data/rectified/00102_0015.rect.png
00102,0001,-1,5000,True,data/rectified/00102-0001.rect.png
00103,0001,-1,5000,True,data/rectified/00103-0001.rect.png
00103,0015,-1,5000,True,data/rectified/00103_0015.rect.png
00104,0015,-1,5000,True,data/rectified/00104_0015.rect.png
00104,0001,-1,5000,True,data/rectified/00104-0001.rect.png
00105,0015,-1,5000,True,data/rectified/00105_0015.rect.png
00105,0001,-1,5000,True,data/rectified/00105-0001.rect.png
00106,0001,-1,5000,True,data/rectified/00106-0001.rect.png
00106,0015,-1,5000,True,data/rectified/00106_0015.rect.png
00108,0015,-1,5000,True,data/rectified/00108_0015.rect.png
00108,0001,-1,5000,True,data/rectified/00108-0001.rect.png
00109,0015,-1,5000,True,data/rectified/00109_0015.rect.png
00109,0001,-1,5000,True,data/rectified/00109-0001.rect.png
00110,0001,-1,5000,True,data/rectified/00110-0001.rect.png
00110,0015,-1,5000,True,data/rectified/00110_0015.rect.png
00111,0015,-1,5000,True,data/rectified/00111_0015.rect.png
00111,0001,-1,5000,True,data/rectified/00111-0001.rect.png
00113,0001,-1,5000,True,data/rectified/00113-0001.rect.png
00113,0015,-1,5000,True,data/rectified/00113_0015.rect.png
00114,0015,-1,5000,True,data/rectified/00114_0015.rect.png
00114,0001,-1,5000,True,data/rectified/00114-0001.rect.png
00115,0015,-1,5000,True,data/rectified/00115_0015.rect.png
00115,0001,-1,5000,True,data/rectified/00115-0001.rect.png
00116,0015,-1,5000,True,data/rectified/00116_0015.rect.png
00116,0001,-1,5000,True,data/rectified/00116-0001.rect.png
00117,0015,-1,5000,True,data/rectified/00117_0015.rect.png
00117,0001,-1,5000,True,data/rectified/00117-0001.rect.png
00118,0001,-1,5000,True,data/rectified/00118-0001.rect.png
00118,0015,-1,5000,True,data/rectified/00118_0015.rect.png
00120,0015,-1,5000,True,data/rectified/00120_0015.rect.png
00120,0001,-1,5000,True,data/rectified/00120-0001.rect.png
00122,0015,-1,5000,True,data/rectified/00122_0015.rect.png
00122,0001,-1,5000,True,data/rectified/00122-0001.rect.png
00123,0001,-1,5000,True,data/rectified/00123-0001.rect.png
00123,0015,-1,5000,True,data/rectified/00123_0015.rect.png
00124,0015,-1,5000,True,data/rectified/00124_0015.rect.png
00124,0001,-1,5000,True,data/rectified/00124-0001.rect.png
00125,0015,-1,5000,True,data/rectified/00125_0015.rect.png
00125,0001,-1,5000,True,data/rectified/00125-0001.rect.png
00126,0015,-1,5000,True,data/rectified/00126_0015.rect.png
00126,0001,-1,5000,True,data/rectified/00126-0001.rect.png
00128,0015,-1,5000,True,data/rectified/00128_0015.rect.png
00128,0001,-1,5000,True,data/rectified/00128-0001.rect.png
00129,0001,-1,5000,True,data/rectified/00129-0001.rect.png
00129,0015,-1,5000,True,data/rectified/00129_0015.rect.png
00131,0015,-1,5000,True,data/rectified/00131_0015.rect.png
00131,0001,-1,5000,True,data/rectified/00131-0001.rect.png
00133,0001,-1,5000,True,data/rectified/00133-0001.rect.png
00133,0015,-1,5000,True,data/rectified/00133_0015.rect.png
00134,0001,-1,5000,True,data/rectified/00134-0001.rect.png
00134,0015,-1,5000,True,data/rectified/00134_0015.rect.png
00135,0015,-1,5000,True,data/rectified/00135_0015.rect.png
00135,0001,-1,5000,True,data/rectified/00135-0001.rect.png
00136,0001,-1,5000,True,data/rectified/00136-0001.rect.png
00136,0015,-1,5000,True,data/rectified/00136_0015.rect.png
00138,0001,-1,5000,True,data/rectified/00138-0001.rect.png
00138,0015,-1,5000,True,data/rectified/00138_0015.rect.png
00144,0001,-1,5000,True,data/rectified/00144-0001.rect.png
00144,0015,-1,5000,True,data/rectified/00144_0015.rect.png
00146,0001,-1,5000,True,data/rectified/00146-0001.rect.png
00146,0015,-1,5000,True,data/rectified/00146_0015.rect.png
00147,0015,-1,5000,True,data/rectified/00147_0015.rect.png
00147,0001,-1,5000,True,data/rectified/00147-0001.rect.png
00148,0015,-1,5000,True,data/rectified/00148_0015.rect.png
00148,0001,-1,5000,True,data/rectified/00148-0001.rect.png
00149,0015,-1,5000,True,data/rectified/00149_0015.rect.png
00149,0001,-1,5000,True,data/rectified/00149-0001.rect.png
00150,0015,-1,5000,True,data/rectified/00150_0015.rect.png
00150,0001,-1,5000,True,data/rectified/00150-0001.rect.png
00151,0015,-1,5000,True,data/rectified/00151_0015.rect.png
00151,0001,-1,5000,True,data/rectified/00151-0001.rect.png
00152,0015,-1,5000,True,data/rectified/00152_0015.rect.png
00152,0001,-1,5000,True,data/rectified/00152-0001.rect.png
00153,0001,-1,5000,True,data/rectified/00153-0001.rect.png
00153,0015,-1,5000,True,data/rectified/00153_0015.rect.png
00154,0015,-1,5000,True,data/rectified/00154_0015.rect.png
00154,0001,-1,5000,True,data/rectified/00154-0001.rect.png
00155,0001,-1,5000,True,data/rectified/00155-0001.rect.png
00155,0015,-1,5000,True,data/rectified/00155_0015.rect.png
00156,0001,-1,5000,True,data/rectified/00156-0001.rect.png
00156,0015,-1,5000,True,data/rectified/00156_0015.rect.png
00157,0001,-1,5000,True,data/rectified/00157-0001.rect.png
00157,0015,-1,5000,True,data/rectified/00157_0015.rect.png
00158,0015,-1,5000,True,data/rectified/00158_0015.rect.png
00158,0001,-1,5000,True,data/rectified/00158-0001.rect.png
00159,0001,-1,5000,True,data/rectified/00159-0001.rect.png
00159,0015,-1,5000,True,data/rectified/00159_0015.rect.png
00160,0001,-1,5000,True,data/rectified/00160-0001.rect.png
00160,0015,-1,5000,True,data/rectified/00160_0015.rect.png
00161,0015,-1,5000,True,data/rectified/00161_0015.rect.png
00161,0001,-1,5000,True,data/rectified/00161-0001.rect.png
00162,0015,-1,5000,True,data/rectified/00162_0015.rect.png
00162,0001,-1,5000,True,data/rectified/00162-0001.rect.png
00163,0015,-1,5000,True,data/rectified/00163_0015.rect.png
00163,0001,-1,5000,True,data/rectified/00163-0001.rect.png
00164,0015,-1,5000,True,data/rectified/00164_0015.rect.png
00164,0001,-1,5000,True,data/rectified/00164-0001.rect.png
00165,0015,-1,5000,True,data/rectified/00165_0015.rect.png
00165,0001,-1,5000,True,data/rectified/00165-0001.rect.png
00166,0001,-1,5000,True,data/rectified/00166-0001.rect.png
00166,0015,-1,5000,True,data/rectified/00166_0015.rect.png
00167,0015,-1,5000,True,data/rectified/00167_0015.rect.png
00167,0001,-1,5000,True,data/rectified/00167-0001.rect.png
00168,0001,-1,5000,True,data/rectified/00168-0001.rect.png
00168,0015,-1,5000,True,data/rectified/00168_0015.rect.png
00169,0015,-1,5000,True,data/rectified/00169_0015.rect.png
00169,0001,-1,5000,True,data/rectified/00169-0001.rect.png
00170,0015,-1,5000,True,data/rectified/00170_0015.rect.png
00170,0001,-1,5000,True,data/rectified/00170-0001.rect.png
00171,0015,-1,5000,True,data/rectified/00171_0015.rect.png
00171,0001,-1,5000,True,data/rectified/00171-0001.rect.png
00172,0015,-1,5000,True,data/rectified/00172_0015.rect.png
00172,0001,-1,5000,True,data/rectified/00172-0001.rect.png
00173,0015,-1,5000,True,data/rectified/00173_0015.rect.png
00173,0001,-1,5000,True,data/rectified/00173-0001.rect.png
00174,0001,-1,5000,True,data/rectified/00174-0001.rect.png
00174,0015,-1,5000,True,data/rectified/00174_0015.rect.png
00175,0015,-1,5000,True,data/rectified/00175_0015.rect.png
00175,0001,-1,5000,True,data/rectified/00175-0001.rect.png
00176,0015,-1,5000,True,data/rectified/00176_0015.rect.png
00176,0001,-1,5000,True,data/rectified/00176-0001.rect.png
00177,0015,-1,5000,True,data/rectified/00177_0015.rect.png
00177,0001,-1,5000,True,data/rectified/00177-0001.rect.png
00178,0001,-1,5000,True,data/rectified/00178-0001.rect.png
00178,0015,-1,5000,True,data/rectified/00178_0015.rect.png
00179,0001,-1,5000,True,data/rectified/00179-0001.rect.png
00179,0015,-1,5000,True,data/rectified/00179_0015.rect.png
00180,0015,-1,5000,True,data/rectified/00180_0015.rect.png
00180,0001,-1,5000,True,data/rectified/00180-0001.rect.png
00181,0015,-1,5000,True,data/rectified/00181_0015.rect.png
00181,0001,-1,5000,True,data/rectified/00181-0001.rect.png
00182,0001,-1,5000,True,data/rectified/00182-0001.rect.png
00182,0015,-1,5000,True,data/rectified/00182_0015.rect.png
00183,0015,-1,5000,True,data/rectified/00183_0015.rect.png
00183,0001,-1,5000,True,data/rectified/00183-0001.rect.png
00184,0001,-1,5000,True,data/rectified/00184-0001.rect.png
00184,0015,-1,5000,True,data/rectified/00184_0015.rect.png
00185,0015,-1,5000,True,data/rectified/00185_0015.rect.png
00185,0001,-1,5000,True,data/rectified/00185-0001.rect.png
00186,0001,-1,5000,True,data/rectified/00186-0001.rect.png
00186,0015,-1,5000,True,data/rectified/00186_0015.rect.png
00187,0001,-1,5000,True,data/rectified/00187-0001.rect.png
00187,0015,-1,5000,True,data/rectified/00187_0015.rect.png
00188,0001,-1,5000,True,data/rectified/00188-0001.rect.png
00188,0015,-1,5000,True,data/rectified/00188_0015.rect.png
00189,0001,-1,5000,True,data/rectified/00189-0001.rect.png
00189,0015,-1,5000,True,data/rectified/00189_0015.rect.png
00190,0001,-1,5000,True,data/rectified/00190-0001.rect.png
00190,0015,-1,5000,True,data/rectified/00190_0015.rect.png
00191,0001,-1,5000,True,data/rectified/00191-0001.rect.png
00191,0015,-1,5000,True,data/rectified/00191_0015.rect.png
00192,0001,-1,5000,True,data/rectified/00192-0001.rect.png
00192,0015,-1,5000,True,data/rectified/00192_0015.rect.png
00193,0001,-1,5000,True,data/rectified/00193-0001.rect.png
00193,0015,-1,5000,True,data/rectified/00193_0015.rect.png
00194,0015,-1,5000,True,data/rectified/00194_0015.rect.png
00194,0001,-1,5000,True,data/rectified/00194-0001.rect.png
00195,0001,-1,5000,True,data/rectified/00195-0001.rect.png
00195,0015,-1,5000,True,data/rectified/00195_0015.rect.png
00197,0001,-1,5000,True,data/rectified/00197-0001.rect.png
00197,0015,-1,5000,True,data/rectified/00197_0015.rect.png
00198,0015,-1,5000,True,data/rectified/00198_0015.rect.png
00198,0001,-1,5000,True,data/rectified/00198-0001.rect.png
00199,0001,-1,5000,True,data/rectified/00199-0001.rect.png
00199,0015,-1,5000,True,data/rectified/00199_0015.rect.png
00200,0015,-1,5000,True,data/rectified/00200_0015.rect.png
00200,0001,-1,5000,True,data/rectified/00200-0001.rect.png
00201,0001,-1,5000,True,data/rectified/00201-0001.rect.png
00201,0015,-1,5000,True,data/rectified/00201_0015.rect.png
00202,0015,-1,5000,True,data/rectified/00202_0015.rect.png
00202,0001,-1,5000,True,data/rectified/00202-0001.rect.png
00203,0001,-1,5000,True,data/rectified/00203-0001.rect.png
00203,0015,-1,5000,True,data/rectified/00203_0015.rect.png
00204,0015,-1,5000,True,data/rectified/00204_0015.rect.png
00204,0001,-1,5000,True,data/rectified/00204-0001.rect.png
00205,0015,-1,5000,True,data/rectified/00205_0015.rect.png
00205,0001,-1,5000,True,data/rectified/00205-0001.rect.png
00206,0001,-1,5000,True,data/rectified/00206-0001.rect.png
00206,0015,-1,5000,True,data/rectified/00206_0015.rect.png
00207,0001,-1,5000,True,data/rectified/00207-0001.rect.png
00207,0015,-1,5000,True,data/rectified/00207_0015.rect.png
00208,0015,-1,5000,True,data/rectified/00208_0015.rect.png
00208,0001,-1,5000,True,data/rectified/00208-0001.rect.png
00209,0001,-1,5000,True,data/rectified/00209-0001.rect.png
00209,0015,-1,5000,True,data/rectified/00209_0015.rect.png
00210,0001,-1,5000,True,data/rectified/00210-0001.rect.png
00210,0015,-1,5000,True,data/rectified/00210_0015.rect.png
00211,0001,-1,5000,True,data/rectified/00211-0001.rect.png
00211,0015,-1,5000,True,data/rectified/00211_0015.rect.png
00212,0001,-1,5000,True,data/rectified/00212-0001.rect.png
00212,0015,-1,5000,True,data/rectified/00212_0015.rect.png
00213,0015,-1,5000,True,data/rectified/00213_0015.rect.png
00213,0001,-1,5000,True,data/rectified/00213-0001.rect.png
00214,0015,-1,5000,True,data/rectified/00214_0015.rect.png
00214,0001,-1,5000,True,data/rectified/00214-0001.rect.png
00215,0015,-1,5000,True,data/rectified/00215_0015.rect.png
00215,0001,-1,5000,True,data/rectified/00215-0001.rect.png
00216,0015,-1,5000,True,data/rectified/00216_0015.rect.png
00216,0001,-1,5000,True,data/rectified/00216-0001.rect.png
00217,0001,-1,5000,True,data/rectified/00217-0001.rect.png
00217,0015,-1,5000,True,data/rectified/00217_0015.rect.png
00218,0015,-1,5000,True,data/rectified/00218_0015.rect.png
00218,0001,-1,5000,True,data/rectified/00218-0001.rect.png
00219,0015,-1,5000,True,data/rectified/00219_0015.rect.png
00219,0001,-1,5000,True,data/rectified/00219-0001.rect.png
00220,0015,-1,5000,True,data/rectified/00220_0015.rect.png
00220,0001,-1,5000,True,data/rectified/00220-0001.rect.png
00221,0015,-1,5000,True,data/rectified/00221_0015.rect.png
00221,0001,-1,5000,True,data/rectified/00221-0001.rect.png
00222,0015,-1,5000,True,data/rectified/00222_0015.rect.png
00222,0001,-1,5000,True,data/rectified/00222-0001.rect.png
00223,0001,-1,5000,True,data/rectified/00223-0001.rect.png
00223,0015,-1,5000,True,data/rectified/00223_0015.rect.png
00224,0001,-1,5000,True,data/rectified/00224-0001.rect.png
00224,0015,-1,5000,True,data/rectified/00224_0015.rect.png
00225,0001,-1,5000,True,data/rectified/00225-0001.rect.png
00225,0015,-1,5000,True,data/rectified/00225_0015.rect.png
00226,0015,-1,5000,True,data/rectified/00226_0015.rect.png
00226,0001,-1,5000,True,data/rectified/00226-0001.rect.png
00228,0015,-1,5000,True,data/rectified/00228_0015.rect.png
00228,0001,-1,5000,True,data/rectified/00228-0001.rect.png
00229,0001,-1,5000,True,data/rectified/00229-0001.rect.png
00229,0015,-1,5000,True,data/rectified/00229_0015.rect.png
00230,0001,-1,5000,True,data/rectified/00230-0001.rect.png
00230,0015,-1,5000,True,data/rectified/00230_0015.rect.png
00231,0001,-1,5000,True,data/rectified/00231-0001.rect.png
00231,0015,-1,5000,True,data/rectified/00231_0015.rect.png
00232,0001,-1,5000,True,data/rectified/00232-0001.rect.png
00232,0015,-1,5000,True,data/rectified/00232_0015.rect.png
00233,0001,-1,5000,True,data/rectified/00233-0001.rect.png
00233,0015,-1,5000,True,data/rectified/00233_0015.rect.png
00234,0015,-1,5000,True,data/rectified/00234_0015.rect.png
00234,0001,-1,5000,True,data/rectified/00234-0001.rect.png
00235,0001,-1,5000,True,data/rectified/00235-0001.rect.png
00235,0015,-1,5000,True,data/rectified/00235_0015.rect.png
00236,0015,-1,5000,True,data/rectified/00236_0015.rect.png
00236,0001,-1,5000,True,data/rectified/00236-0001.rect.png
00237,0015,-1,5000,True,data/rectified/00237_0015.rect.png
00237,0001,-1,5000,True,data/rectified/00237-0001.rect.png
00238,0015,-1,5000,True,data/rectified/00238_0015.rect.png
00238,0001,-1,5000,True,data/rectified/00238-0001.rect.png
00239,0015,-1,5000,True,data/rectified/00239_0015.rect.png
00239,0001,-1,5000,True,data/rectified/00239-0001.rect.png
00240,0015,-1,5000,True,data/rectified/00240_0015.rect.png
00240,0001,-1,5000,True,data/rectified/00240-0001.rect.png
00241,0001,-1,5000,True,data/rectified/00241-0001.rect.png
00241,0015,-1,5000,True,data/rectified/00241_0015.rect.png
00242,0001,-1,5000,True,data/rectified/00242-0001.rect.png
00242,0015,-1,5000,True,data/rectified/00242_0015.rect.png
00243,0001,-1,5000,True,data/rectified/00243-0001.rect.png
00243,0015,-1,5000,True,data/rectified/00243_0015.rect.png
00244,0001,-1,5000,True,data/rectified/00244-0001.rect.png
00244,0015,-1,5000,True,data/rectified/00244_0015.rect.png
00245,0015,-1,5000,True,data/rectified/00245_0015.rect.png
00245,0001,-1,5000,True,data/rectified/00245-0001.rect.png
